stream_func,1,10520182776,10519213930,10520238916,9803059,9764477,9786194,4957,4875,2802,270025,270259,270212,2141,2174,2150,46126767,46047167,46101908,22120596,22142185,22136864
tuned_STREAM_Copy,2,1730819,1730556,1732678,315,310,282,5,4,4,237,235,231,0,0,0,6241,5989,6045,16117,15830,15937
tuned_STREAM_Scale,2,2154389,2157856,2185956,1037,1175,2097,4,3,4,227,182,184,0,1,1,13698,14200,16292,14697,14995,14167
tuned_STREAM_Add,2,2892000,2872374,2904326,8576,8228,8730,6,3,3,230,212,233,0,0,0,33241,32736,34259,11347,11703,12444
tuned_STREAM_Triad,2,3459978,3463540,3449241,8036,8069,7976,4,5,4,201,199,224,3,3,2,34921,34857,35535,11919,11386,12184
tuned_STREAM_Copy,2,1801330,1801916,1797161,399,336,290,2,0,0,114,120,106,0,0,0,9648,9660,9771,12197,12276,12289
tuned_STREAM_Scale,2,2185810,2215865,2206539,3254,3798,3241,0,0,0,119,124,108,0,1,0,16919,17764,16781,8206,8076,8475
tuned_STREAM_Add,2,2922315,2869926,2893914,8589,7719,7927,0,0,1,159,153,155,1,1,1,32867,31504,32213,13348,13244,12811
tuned_STREAM_Triad,2,3427178,3423724,3427484,7837,8126,7974,0,0,0,179,169,182,0,1,0,34646,34361,34603,11271,11088,11403
tuned_STREAM_Copy,2,1767183,1768259,1763794,305,352,315,3,1,0,98,97,88,3,4,3,10141,10261,10239,11747,11710,11850
tuned_STREAM_Scale,2,2199139,2203258,2207024,3145,3364,3637,0,0,0,110,108,106,0,0,0,15275,16180,17483,8624,8227,7669
tuned_STREAM_Add,2,2900244,2917633,2919106,7984,8469,8298,0,0,0,157,141,147,0,0,0,31865,32497,32471,12334,12806,13267
tuned_STREAM_Triad,2,3417209,3424628,3414000,7922,8013,8035,0,0,0,172,169,162,0,0,0,34442,34485,34412,11308,11103,11141
tuned_STREAM_Copy,2,1826379,1825938,1826243,254,287,267,0,0,0,115,110,115,0,0,0,10325,10271,10369,11889,11743,11728
tuned_STREAM_Scale,2,2178405,2176799,2162814,2279,1963,1778,2,0,0,94,101,102,4,3,4,14100,13054,12893,9278,9713,9704
tuned_STREAM_Add,2,2924743,2912774,2924252,8707,8257,8560,0,0,0,157,167,152,0,0,0,32575,32107,32101,11735,11401,11228
tuned_STREAM_Triad,2,3418783,3406764,3429880,8032,7770,8147,0,0,0,174,174,185,1,1,1,34535,34294,34654,11289,11327,11710
