aha-mont64
2,1,6796679,4,31,1,0,3,0
crc32
2,1,6277926,10,32,2,0,3,0
cubic
2,1,990147,3,169,0,1,10,1
edn
2,1,13922451,102,321,4,6,229,5
huffbench
2,1,7650597,92,38,1,0,7,1
matmult-int
2,1,16233604,162,309,4,5,216,6
md5sum
2,1,4136259,11,30,1,0,3,1
minver
2,1,2552091,7,41,2,0,4,0
nbody
2,1,240584,0,6,0,0,3,0
nettle-aes
2,1,7708086,29,43,2,1,4,0
nettle-sha256
2,1,4233565,8,46,1,1,5,0
nsichneu
2,1,6212680,7,474,0,1,26,2
picojpeg
2,1,6190822,5,499,1,0,28,0
primecount
2,1,9032433,71,278,5,5,220,6
qrduino
2,1,7440280,6,74,0,1,6,1
sglib-combined
2,1,9993449,35,108,1,1,4,1
slre
2,1,8043808,11,61,0,1,3,0
st
2,1,446946,0,6,0,0,3,0
statemate
2,1,2147867,5,29,1,0,3,0
tarfind
2,1,2197038,30,32,0,0,3,1
ud
2,1,9954358,5,45,2,0,3,1
wikisort
2,1,1447706,3,6,0,0,3,0
