function-id,function-lvl,cpu-cycles,event-0,event-1,event-2,event-3,event-4,event-5
embench_func,1,51955836303,102307,1116520,32,49,3754,562
mont64_run,2,13621355,64,320,2,6,220,1
crc_32_run,2,12554919,13,16,0,0,2,0
basicmath_small_run,2,1980188,8,533,0,1,3,0
libedn_run,2,27797676,12,65,0,0,1,0
libhuffbench_run,2,15307991,108,99,0,0,1,4
matmult_int_run,2,32420498,76,10,0,0,0,1
md5_run,2,8271847,6,65,0,0,0,1
libminver_run,2,5142973,0,6,0,0,0,0
nbody_run,2,481292,4,5,0,0,0,0
nettle_aes_run,2,15417779,79,14,0,0,1,0
nettle_sha256_run,2,8430831,10,97,0,0,0,0
libsichneu_run,2,12445555,4,7436,0,0,23,0
libpicojpeg_test_run,2,19342233,5,158,0,0,3,0
primecount_run,2,17890914,0,9,0,0,0,0
qrtest_run,2,14899990,5,379,0,0,2,1
combined_run,2,19999032,28,73,0,0,2,2
libslre_run,2,16097927,10,71,0,0,2,0
libst_run,2,893471,2,0,0,0,0,0
libstatemate_run,2,4294756,2,51,0,0,0,0
tarfind_run,2,4396504,32,69,0,0,1,2
libud_run,2,19795624,10,25,0,0,0,0
libwikisort_run,2,2895981,18,20,0,0,0,0
mont64_run,2,13598519,8,6,0,0,0,0
crc_32_run,2,12554839,8,21,0,0,0,0
basicmath_small_run,2,1980273,3,611,0,0,1,0
libedn_run,2,27798043,8,70,0,0,0,0
libhuffbench_run,2,15310600,110,112,0,0,0,3
matmult_int_run,2,32420241,64,5,0,0,0,2
md5_run,2,8271862,8,66,0,0,0,1
libminver_run,2,5111518,0,6,0,0,0,0
nbody_run,2,481736,4,9,0,0,0,0
nettle_aes_run,2,15419100,72,9,0,1,0,0
nettle_sha256_run,2,8419078,8,112,0,0,0,0
libsichneu_run,2,12445318,2,7440,0,0,4,0
libpicojpeg_test_run,2,19343703,2,173,0,0,0,0
primecount_run,2,17891123,0,9,0,0,0,0
qrtest_run,2,14896273,3,379,0,0,0,1
combined_run,2,19998639,27,107,0,0,2,0
libslre_run,2,16096797,3,77,0,0,2,0
libst_run,2,893437,0,0,0,0,0,0
libstatemate_run,2,4298913,0,63,0,0,0,0
tarfind_run,2,4396163,11,75,0,0,0,2
libud_run,2,19858510,5,16,0,0,0,0
libwikisort_run,2,2894987,3,17,0,0,0,0
mont64_run,2,13594411,10,9,0,0,0,0
crc_32_run,2,12554706,5,14,0,0,0,0
basicmath_small_run,2,1980871,3,538,0,0,0,0
libedn_run,2,27797866,10,60,0,0,0,0
libhuffbench_run,2,15305894,110,81,0,0,0,2
matmult_int_run,2,32421167,77,23,0,0,0,0
md5_run,2,8271812,7,53,0,0,0,0
libminver_run,2,5175780,4,20,0,0,0,0
nbody_run,2,481379,3,2,0,0,0,0
nettle_aes_run,2,15417897,82,13,0,0,1,0
nettle_sha256_run,2,8418895,11,104,0,0,0,0
libsichneu_run,2,12448633,6,7316,0,0,0,0
libpicojpeg_test_run,2,19342279,3,180,0,0,0,0
primecount_run,2,17891065,0,5,0,0,0,0
qrtest_run,2,14894462,3,349,0,0,0,0
combined_run,2,20000467,15,82,0,0,0,0
libslre_run,2,16105128,9,51,0,0,0,0
libst_run,2,893418,1,0,0,0,0,0
libstatemate_run,2,4295286,1,70,0,0,0,0
tarfind_run,2,4394681,18,68,0,0,0,0
libud_run,2,19836674,5,19,0,0,0,0
libwikisort_run,2,2894751,3,9,0,0,0,0
