function-id,function-lvl,cpu-cycles,event-0,event-1,event-2,event-3,event-4,event-5
embench_func,1,77165428204,100590,1516035,27,46,3758,216
mont64_run,2,20412916,61,309,2,7,218,15
crc_32_run,2,18832662,11,18,1,0,3,1
basicmath_small_run,2,2966883,3,671,0,1,5,0
libedn_run,2,41696629,10,48,0,0,1,0
libhuffbench_run,2,22963480,124,46,1,0,4,1
matmult_int_run,2,48629586,75,5,0,0,0,0
md5_run,2,12407052,10,19,0,0,0,0
libminver_run,2,7717859,2,4,0,0,0,0
nbody_run,2,721042,0,0,0,0,0,0
nettle_aes_run,2,23129898,61,7,0,0,1,0
nettle_sha256_run,2,12626492,6,60,0,0,1,1
libsichneu_run,2,18727270,1,10764,0,0,23,0
libpicojpeg_test_run,2,28831116,9,223,0,0,4,0
primecount_run,2,26837509,0,8,0,0,0,0
qrtest_run,2,22334031,2,318,0,0,2,0
combined_run,2,30002107,13,480,0,0,3,0
libslre_run,2,24135860,4,55,0,0,2,0
libst_run,2,1340658,0,7,0,0,0,0
libstatemate_run,2,6494200,1,23,0,0,0,0
tarfind_run,2,6593211,17,29,0,0,1,1
libud_run,2,29824048,9,26,0,0,0,1
libwikisort_run,2,4341852,13,11,0,0,0,0
mont64_run,2,20393094,14,8,0,0,0,0
crc_32_run,2,18831848,8,7,0,0,0,1
basicmath_small_run,2,2968250,1,615,0,0,0,0
libedn_run,2,41696651,8,41,0,0,0,0
libhuffbench_run,2,22963705,136,49,0,0,0,3
matmult_int_run,2,48629343,58,3,0,0,0,0
md5_run,2,12407358,10,20,0,0,0,0
libminver_run,2,7696572,0,5,0,0,0,0
nbody_run,2,721081,0,0,0,0,0,0
nettle_aes_run,2,23125152,33,8,0,0,0,0
nettle_sha256_run,2,12641832,4,42,0,0,0,0
libsichneu_run,2,18629350,6,11202,0,0,4,0
libpicojpeg_test_run,2,28825250,6,208,0,0,0,0
primecount_run,2,26837107,0,7,0,0,0,0
qrtest_run,2,22339869,1,327,0,0,1,0
combined_run,2,30003622,19,519,0,0,0,0
libslre_run,2,24136554,3,40,0,0,0,0
libst_run,2,1340702,0,13,0,0,0,0
libstatemate_run,2,6493639,0,16,0,0,0,0
tarfind_run,2,6593395,19,15,0,0,0,0
libud_run,2,29787785,11,34,0,0,0,0
libwikisort_run,2,4341909,11,12,0,0,0,0
mont64_run,2,20395060,8,6,0,0,0,0
crc_32_run,2,18831509,7,5,0,0,0,0
