function-id,function-lvl,cpu-cycles,event-0,event-1,event-2,event-3,event-4,event-5
embench_func,1,51935840334,97392,1127311,29,48,3736,224
mont64_run,2,13619970,64,316,3,6,214,11
crc_32_run,2,12555392,4,20,0,0,3,1
basicmath_small_run,2,1978713,3,414,1,0,3,0
libedn_run,2,27797580,20,67,0,1,5,0
libhuffbench_run,2,15306490,111,20,0,0,2,2
matmult_int_run,2,32420458,68,2,2,0,0,0
md5_run,2,8270813,2,5,0,0,0,0
libminver_run,2,5144267,5,14,0,0,0,0
nbody_run,2,481456,2,3,0,0,0,0
nettle_aes_run,2,15417252,33,17,0,0,3,0
nettle_sha256_run,2,8419890,6,50,0,0,1,1
libsichneu_run,2,12440432,2,7898,0,0,22,1
libpicojpeg_test_run,2,19220952,21,216,0,0,2,0
primecount_run,2,17891201,0,5,0,0,0,0
qrtest_run,2,14895685,2,234,0,0,2,0
combined_run,2,20005108,20,354,0,0,1,1
libslre_run,2,16088236,4,50,0,0,2,0
libst_run,2,893410,0,0,0,0,0,0
libstatemate_run,2,4329917,2,31,0,0,0,0
tarfind_run,2,4396343,21,24,0,0,1,0
libud_run,2,19891888,3,16,0,0,0,0
libwikisort_run,2,2895037,5,6,0,0,0,0
mont64_run,2,13596868,14,10,0,0,0,0
crc_32_run,2,12554697,4,11,0,0,0,0
basicmath_small_run,2,1978518,1,429,0,0,2,0
libedn_run,2,27797720,6,54,0,0,0,0
libhuffbench_run,2,15310284,119,33,0,0,0,1
matmult_int_run,2,32420474,65,3,0,0,0,0
md5_run,2,8270874,2,8,0,0,0,0
libminver_run,2,5133011,10,12,0,0,0,0
nbody_run,2,481216,4,2,0,0,0,0
nettle_aes_run,2,15419332,45,7,0,0,0,0
nettle_sha256_run,2,8429032,3,55,0,0,1,0
libsichneu_run,2,12456296,1,7917,0,0,6,0
libpicojpeg_test_run,2,19222581,5,196,0,0,0,0
primecount_run,2,17891790,0,9,0,0,0,0
qrtest_run,2,14897196,1,224,0,0,0,0
combined_run,2,19996981,25,376,0,0,1,1
libslre_run,2,16090235,5,48,0,0,0,0
