function-id,function-lvl,cpu-cycles,event-0,event-1,event-2,event-3,event-4,event-5
embench_func,1,77195790745,108985,1501348,34,51,3743,563
mont64_run,2,20413603,75,308,3,9,219,1
crc_32_run,2,18832583,8,18,0,0,3,0
basicmath_small_run,2,2969753,5,814,0,0,4,0
libedn_run,2,41696678,8,73,0,0,1,0
libhuffbench_run,2,22964697,137,143,2,0,2,2
matmult_int_run,2,48629859,95,8,0,0,0,1
md5_run,2,12408451,7,85,0,0,0,0
libminver_run,2,7678991,0,7,0,0,0,0
nbody_run,2,720960,0,0,0,0,0,0
nettle_aes_run,2,23131491,122,16,0,0,3,0
nettle_sha256_run,2,12699224,15,135,0,0,0,0
libsichneu_run,2,18657452,2,11500,0,0,24,0
libpicojpeg_test_run,2,29017763,6,190,0,0,2,0
primecount_run,2,26837306,0,4,0,0,0,0
qrtest_run,2,22348761,11,507,0,0,1,1
combined_run,2,29993763,25,73,0,0,6,3
libslre_run,2,24144930,4,73,0,0,0,0
libst_run,2,1340762,2,16,0,0,0,0
libstatemate_run,2,6442357,3,78,0,0,0,0
tarfind_run,2,6593711,34,79,0,0,1,2
libud_run,2,29669469,15,20,0,0,0,0
libwikisort_run,2,4342287,14,27,0,0,3,1
mont64_run,2,20383542,11,10,0,0,0,0
crc_32_run,2,18831623,12,14,0,0,0,0
basicmath_small_run,2,2971044,14,813,0,0,1,0
libedn_run,2,41696690,5,65,0,0,0,0
libhuffbench_run,2,22965172,150,173,0,0,0,5
matmult_int_run,2,48629721,88,11,0,0,0,0
md5_run,2,12407795,6,56,0,0,0,0
libminver_run,2,7709964,1,9,0,0,0,0
nbody_run,2,721014,0,2,0,0,0,0
nettle_aes_run,2,23130239,97,11,0,0,0,0
nettle_sha256_run,2,12626921,13,124,0,0,0,0
libsichneu_run,2,18704708,3,11114,0,0,3,0
libpicojpeg_test_run,2,29016149,9,210,0,0,1,0
primecount_run,2,26836699,0,4,0,0,0,0
qrtest_run,2,22342798,0,493,0,0,0,0
combined_run,2,30001216,22,87,0,0,0,1
libslre_run,2,24139151,9,62,0,0,0,0
libst_run,2,1341133,4,26,0,0,0,0
libstatemate_run,2,6441916,2,63,0,0,0,0
tarfind_run,2,6593195,20,69,0,0,0,1
libud_run,2,29689453,8,34,0,0,0,0
libwikisort_run,2,4342300,13,20,0,0,0,0
mont64_run,2,20395572,14,7,0,0,0,0
crc_32_run,2,18832392,8,15,0,0,0,0
basicmath_small_run,2,2969933,5,843,0,0,0,0
libedn_run,2,41696953,6,74,0,0,0,0
libhuffbench_run,2,22963488,127,125,0,0,0,1
matmult_int_run,2,48630705,97,19,0,0,0,0
md5_run,2,12407496,8,89,0,0,0,0
libminver_run,2,7702621,0,7,0,0,0,0
nbody_run,2,720920,0,0,0,0,0,0
nettle_aes_run,2,23125667,95,19,0,0,1,0
nettle_sha256_run,2,12627228,9,123,0,0,0,0
libsichneu_run,2,18733271,0,10677,0,0,2,0
libpicojpeg_test_run,2,29014592,2,177,0,0,0,0
primecount_run,2,26836495,0,7,0,0,0,0
qrtest_run,2,22346709,5,508,0,0,0,0
combined_run,2,30004748,26,96,0,0,1,0
libslre_run,2,24140597,5,61,0,0,0,1
libst_run,2,1340134,2,2,0,0,0,0
libstatemate_run,2,6442148,1,77,0,0,0,0
tarfind_run,2,6592259,9,84,0,0,0,0
libud_run,2,29712551,7,22,0,0,0,0
libwikisort_run,2,4341661,7,12,0,0,0,0
mont64_run,2,20396131,11,6,0,0,0,0
crc_32_run,2,18832389,14,16,0,0,0,0
basicmath_small_run,2,2969614,5,860,0,0,0,0
libedn_run,2,41696552,10,73,0,0,0,0
libhuffbench_run,2,22962923,121,131,0,0,0,1
matmult_int_run,2,48630176,84,10,0,0,0,0
md5_run,2,12407724,7,119,0,0,0,0
libminver_run,2,7694282,1,13,0,0,0,0
nbody_run,2,721876,3,5,0,0,0,0
nettle_aes_run,2,23126012,91,18,0,0,0,0
nettle_sha256_run,2,12628181,6,135,0,0,0,0
libsichneu_run,2,18663594,2,11253,0,0,0,0
libpicojpeg_test_run,2,29009642,4,193,0,0,0,0
primecount_run,2,26836638,0,10,0,0,0,0
qrtest_run,2,22343255,0,502,0,0,0,0
combined_run,2,29997511,26,75,0,0,0,0
libslre_run,2,24151178,6,71,0,0,0,0
libst_run,2,1340068,1,0,0,0,0,0
libstatemate_run,2,6441880,0,75,0,0,0,0
tarfind_run,2,6591744,30,104,0,0,0,0
libud_run,2,29744370,4,28,0,0,0,0
libwikisort_run,2,4342654,1,10,0,0,0,0
mont64_run,2,20395530,8,5,0,0,0,0
crc_32_run,2,18832107,6,16,0,0,0,0
basicmath_small_run,2,2968589,3,807,0,0,1,0
libedn_run,2,41697713,8,59,0,0,0,0
libhuffbench_run,2,22961037,140,148,0,0,0,1
matmult_int_run,2,48629338,58,5,0,0,0,0
md5_run,2,12407508,11,64,0,0,0,0
libminver_run,2,7713666,0,9,0,0,0,0
nbody_run,2,721739,3,5,0,0,0,0
nettle_aes_run,2,23125355,95,15,0,0,0,0
nettle_sha256_run,2,12627484,10,157,0,0,0,0
libsichneu_run,2,18651046,3,11314,0,0,1,0
libpicojpeg_test_run,2,29017634,8,207,0,0,1,0
primecount_run,2,26835973,0,11,0,0,0,0
qrtest_run,2,22342268,1,493,0,0,0,0
combined_run,2,29997661,12,97,0,0,0,0
libslre_run,2,24146060,11,70,0,0,0,0
libst_run,2,1340086,1,2,0,0,0,0
libstatemate_run,2,6442360,3,75,0,0,0,0
tarfind_run,2,6594024,19,94,0,0,0,0
libud_run,2,29810656,6,37,0,0,0,0
libwikisort_run,2,4342550,9,22,0,0,0,0
mont64_run,2,20386714,12,1,0,0,0,0
crc_32_run,2,18832416,9,21,0,0,0,0
basicmath_small_run,2,2970728,5,764,0,0,0,0
libedn_run,2,41697366,7,56,0,0,0,0
libhuffbench_run,2,22961335,145,139,0,0,0,0
matmult_int_run,2,48630281,95,18,0,0,0,0
md5_run,2,12407330,14,104,0,0,0,0
libminver_run,2,7714079,0,5,0,0,0,0
nbody_run,2,721051,0,0,0,0,0,0
nettle_aes_run,2,23126147,114,17,0,0,0,0
nettle_sha256_run,2,12635693,7,115,0,0,0,0
libsichneu_run,2,18677364,0,10927,0,0,0,0
libpicojpeg_test_run,2,29016095,11,211,0,0,0,0
primecount_run,2,26836471,0,3,0,0,0,0
qrtest_run,2,22341687,6,473,0,0,0,0
combined_run,2,30001617,26,65,0,0,0,0
libslre_run,2,24144073,0,69,0,0,0,0
libst_run,2,1340095,1,0,0,0,0,0
libstatemate_run,2,6442347,0,89,0,0,0,0
tarfind_run,2,6593487,11,82,0,0,0,0
libud_run,2,29701549,14,32,0,0,0,0
libwikisort_run,2,4342500,6,22,0,0,0,0
mont64_run,2,20395596,10,11,0,0,0,0
crc_32_run,2,18832133,9,13,0,0,0,0
basicmath_small_run,2,2970943,9,859,0,0,0,1
libedn_run,2,41697403,4,85,0,0,0,0
libhuffbench_run,2,22969768,117,146,0,0,0,0
matmult_int_run,2,48629561,69,9,0,0,0,0
md5_run,2,12408035,8,89,0,0,0,0
libminver_run,2,7700991,1,11,0,0,0,0
nbody_run,2,720922,0,2,0,0,0,0
nettle_aes_run,2,23126127,108,20,0,0,0,0
nettle_sha256_run,2,12634836,5,133,0,0,0,0
libsichneu_run,2,18655304,9,11483,0,0,0,0
libpicojpeg_test_run,2,29012709,4,243,0,0,0,0
primecount_run,2,26836099,0,13,0,0,0,0
qrtest_run,2,22343589,1,481,0,0,0,0
combined_run,2,29999365,14,80,0,0,0,0
libslre_run,2,24146174,9,59,0,0,0,0
libst_run,2,1340764,0,21,0,0,0,0
libstatemate_run,2,6441057,0,42,0,0,0,0
tarfind_run,2,6593235,14,75,0,0,0,0
libud_run,2,29642314,4,29,0,0,0,0
libwikisort_run,2,4342419,9,21,0,0,0,0
mont64_run,2,20389410,10,5,0,0,0,0
crc_32_run,2,18832271,5,10,0,0,0,0
basicmath_small_run,2,2968836,4,791,0,0,0,0
libedn_run,2,41696705,4,78,0,0,0,0
libhuffbench_run,2,22963188,144,141,0,0,0,1
matmult_int_run,2,48629493,81,8,0,0,0,0
md5_run,2,12407884,11,91,0,0,0,0
libminver_run,2,7714023,3,12,0,0,0,0
nbody_run,2,721136,0,0,0,0,0,0
nettle_aes_run,2,23125739,99,17,0,0,0,0
nettle_sha256_run,2,12627289,16,122,0,0,0,0
libsichneu_run,2,18672263,6,10844,0,0,1,0
libpicojpeg_test_run,2,29013498,13,242,0,0,0,0
primecount_run,2,26836941,0,5,0,0,0,0
qrtest_run,2,22347629,3,488,0,0,0,0
combined_run,2,30005437,16,90,0,0,1,0
libslre_run,2,24142857,11,71,0,0,0,0
libst_run,2,1340670,0,12,0,0,0,0
libstatemate_run,2,6441598,4,58,0,0,0,0
tarfind_run,2,6593589,19,74,0,0,0,0
libud_run,2,29757028,11,32,0,0,0,0
libwikisort_run,2,4342113,14,30,0,0,0,0
mont64_run,2,20391647,13,15,0,0,0,0
crc_32_run,2,18832282,5,9,0,0,0,0
basicmath_small_run,2,2970943,3,847,0,0,0,0
libedn_run,2,41696765,9,61,0,0,0,0
libhuffbench_run,2,22961295,121,131,0,0,0,0
matmult_int_run,2,48630288,95,22,0,0,0,0
md5_run,2,12409105,11,104,0,0,0,0
libminver_run,2,7699675,0,8,0,0,0,0
nbody_run,2,721057,0,0,0,0,0,0
nettle_aes_run,2,23126239,114,20,0,0,0,0
nettle_sha256_run,2,12626478,11,100,0,0,0,0
libsichneu_run,2,18662617,5,11146,0,0,0,0
libpicojpeg_test_run,2,29010760,5,210,0,0,0,0
primecount_run,2,26836171,0,6,0,0,0,0
qrtest_run,2,22339837,5,495,0,0,0,0
combined_run,2,29996275,22,85,0,0,0,0
libslre_run,2,24143094,3,54,0,0,0,0
libst_run,2,1340682,0,22,0,0,0,0
libstatemate_run,2,6441240,1,55,0,0,0,0
tarfind_run,2,6592640,14,69,0,0,0,0
libud_run,2,29785908,9,28,0,0,0,0
libwikisort_run,2,4342105,13,22,0,0,0,0
mont64_run,2,20396714,19,5,0,0,0,0
crc_32_run,2,18831619,14,9,0,0,0,0
basicmath_small_run,2,2971407,10,869,0,0,0,0
libedn_run,2,41696637,9,56,0,0,0,0
libhuffbench_run,2,22969146,119,129,0,0,0,0
matmult_int_run,2,48629504,84,8,0,0,0,0
md5_run,2,12407046,10,77,0,0,0,0
libminver_run,2,7728756,0,18,0,0,0,0
nbody_run,2,721069,0,2,0,0,0,0
nettle_aes_run,2,23126124,119,24,0,0,0,0
nettle_sha256_run,2,12628910,6,115,0,0,0,0
