function-id,function-lvl,cpu-cycles,event-0,event-1,event-2,event-3,event-4,event-5
embench_func,1,13496218879,20024,84159,10,21,994,117
mont64_run,2,78492007,49,372,2,2,282,3
crc_32_run,3,56072009,124,173,1,0,255,5
libedn_run,4,50457456,111,421,7,10,318,14
libminver_run,5,7751820,14,45,0,0,4,0
nbody_run,5,726119,0,5,0,0,2,1
libhuffbench_run,4,35627386,223,146,0,0,4,5
nettle_aes_run,5,23128528,59,46,0,0,0,1
nettle_sha256_run,5,12641818,10,39,0,0,0,0
basicmath_small_run,3,103232957,153,1132,3,1,168,48
matmult_int_run,4,77487484,111,1105,0,0,16,3
libsichneu_run,5,18707294,28,17075,0,1,25,0
libpicojpeg_test_run,5,28855516,2,1074,0,0,2,0
md5_run,4,72007952,40,340,1,3,242,24
primecount_run,5,26836586,0,12,0,0,0,0
qrtest_run,5,22304941,6,121,0,0,2,1
combined_run,2,41137749,64,327,0,1,151,7
libslre_run,3,37184767,140,197,3,2,211,10
libstatemate_run,4,6482475,5,37,0,0,0,0
tarfind_run,4,6602050,24,18,0,0,0,4
libst_run,3,36951714,73,174,1,3,225,36
libud_run,4,29734606,4,11,0,0,0,0
libwikisort_run,4,4372915,8,18,0,0,0,0
mont64_run,2,78474294,51,355,0,0,14,2
crc_32_run,3,56061965,126,175,0,0,0,4
libedn_run,4,50438756,17,105,0,0,8,1
libminver_run,5,7770667,10,35,0,0,0,0
nbody_run,5,721048,0,5,0,0,0,0
libhuffbench_run,4,35630426,228,147,0,0,1,1
nettle_aes_run,5,23121786,60,56,0,0,0,0
nettle_sha256_run,5,12649909,10,40,0,0,0,0
basicmath_small_run,3,103231144,109,1198,0,0,6,12
matmult_int_run,4,77489870,130,1055,0,0,1,1
libsichneu_run,5,18708274,21,17522,0,0,2,1
libpicojpeg_test_run,5,28857103,4,1002,0,0,0,0
md5_run,4,71989218,36,321,0,0,0,1
primecount_run,5,26837748,0,6,0,0,0,0
qrtest_run,5,22303991,5,156,0,0,3,0
combined_run,2,41123862,64,339,0,0,1,0
libslre_run,3,37170586,116,175,0,0,2,2
libstatemate_run,4,6487091,6,67,0,0,0,0
tarfind_run,4,6602652,8,4,0,0,0,0
libst_run,3,36926471,49,166,0,0,5,4
libud_run,4,29717848,6,11,0,0,0,0
libwikisort_run,4,4371840,19,40,0,0,0,0
mont64_run,2,78475205,53,344,0,0,4,2
crc_32_run,3,56059581,123,161,0,0,2,2
libedn_run,4,50448052,21,119,0,0,0,0
libminver_run,5,7779090,4,16,0,0,0,0
nbody_run,5,721537,0,5,0,0,0,0
libhuffbench_run,4,35628967,206,167,0,0,1,0
nettle_aes_run,5,23121495,46,57,0,0,0,0
nettle_sha256_run,5,12642011,6,39,0,0,0,0
basicmath_small_run,3,103233697,185,1215,0,0,2,1
matmult_int_run,4,77488036,117,1048,0,0,1,1
libsichneu_run,5,18672568,15,17649,0,0,2,1
libpicojpeg_test_run,5,28855991,4,1019,0,0,0,0
md5_run,4,71996221,25,328,0,0,0,0
primecount_run,5,26835850,10,17,0,0,0,0
qrtest_run,5,22311124,2,127,0,0,0,0
combined_run,2,41108969,104,317,0,0,0,0
libslre_run,3,37176407,134,182,0,0,0,1
libstatemate_run,4,6482505,7,43,0,0,0,0
tarfind_run,4,6600845,20,13,0,0,0,0
libst_run,3,36910096,57,176,0,0,0,2
libud_run,4,29707708,10,13,0,0,0,0
libwikisort_run,4,4370555,16,18,0,0,0,0
mont64_run,2,78489132,53,359,0,0,0,0
crc_32_run,3,56067862,130,158,0,0,0,1
libedn_run,4,50421155,26,114,0,0,0,0
libminver_run,5,7751733,16,38,0,0,0,0
nbody_run,5,721537,0,4,0,0,0,0
libhuffbench_run,4,35638183,232,139,0,0,1,0
nettle_aes_run,5,23121413,59,57,0,0,0,0
nettle_sha256_run,5,12650161,3,33,0,0,0,0
basicmath_small_run,3,103230780,146,1242,0,0,3,1
matmult_int_run,4,77485190,123,1111,0,0,2,0
libsichneu_run,5,18676764,9,17172,0,0,0,0
