function-id,function-lvl,cpu-cycles,event-0,event-1,event-2,event-3,event-4,event-5
stream_func,1,13043914361,12507592,1107,294648,1829,56476217,23821344
tuned_STREAM_Copy,2,41440680,41873,23,1385,6,195387,89729
tuned_STREAM_Scale,3,15998018,17081,14,609,4,83806,38051
tuned_STREAM_Triad,4,3457330,8160,6,210,3,34831,11676
tuned_STREAM_Triad,4,3464074,8030,0,206,1,35380,11776
tuned_STREAM_Add,3,16772030,24460,5,545,2,105316,35499
tuned_STREAM_Triad,4,3468357,8133,0,178,0,35503,11563
tuned_STREAM_Triad,4,3467547,8070,0,174,2,35713,11895
tuned_STREAM_Copy,2,41301952,43924,1,1022,3,197718,83152
tuned_STREAM_Scale,3,15879994,18737,1,427,3,83565,35549
tuned_STREAM_Triad,4,3409585,8048,0,155,0,33604,13584
tuned_STREAM_Triad,4,3432059,7888,1,168,3,34309,12906
tuned_STREAM_Add,3,16750454,24899,0,498,0,104782,35454
tuned_STREAM_Triad,4,3457638,8037,0,173,0,35230,11272
tuned_STREAM_Triad,4,3450567,8164,0,156,0,35450,12304
tuned_STREAM_Copy,2,41371717,42664,0,1008,8,194978,83601
tuned_STREAM_Scale,3,15893048,18082,0,408,3,81627,35701
tuned_STREAM_Triad,4,3401873,8039,0,153,1,33207,12860
tuned_STREAM_Triad,4,3453606,8192,0,149,0,34759,12853
tuned_STREAM_Add,3,16718338,24321,0,500,5,103732,35913
tuned_STREAM_Triad,4,3441103,8216,0,174,3,35148,11182
tuned_STREAM_Triad,4,3472246,8197,0,166,1,35448,12636
tuned_STREAM_Copy,2,41240453,43505,0,1027,8,197629,83328
tuned_STREAM_Scale,3,15865022,18732,0,416,3,83433,35660
tuned_STREAM_Triad,4,3404521,8056,0,149,3,33487,13703
tuned_STREAM_Triad,4,3427518,7912,0,172,0,34748,13027
tuned_STREAM_Add,3,16714754,24493,0,498,4,104250,35765
tuned_STREAM_Triad,4,3434864,8053,0,147,0,35142,11082
tuned_STREAM_Triad,4,3469271,8264,0,178,4,35429,12575
tuned_STREAM_Copy,2,41341100,43580,0,1029,6,198152,83372
tuned_STREAM_Scale,3,15862926,18665,0,421,3,83425,35772
tuned_STREAM_Triad,4,3397712,7954,0,147,0,33592,13919
tuned_STREAM_Triad,4,3437087,7952,0,168,3,34777,12918
tuned_STREAM_Add,3,16757725,24622,0,496,3,104846,35762
tuned_STREAM_Triad,4,3448023,8052,0,153,0,35198,11105
tuned_STREAM_Triad,4,3470503,8166,0,174,3,35468,12503
tuned_STREAM_Copy,2,41377824,43302,0,1021,3,196849,83116
tuned_STREAM_Scale,3,15914205,18409,0,431,0,82657,35434
tuned_STREAM_Triad,4,3422644,7994,0,149,0,33901,13749
tuned_STREAM_Triad,4,3442939,8099,0,167,0,34724,12884
tuned_STREAM_Add,3,16722234,24645,0,489,3,104290,35639
tuned_STREAM_Triad,4,3433996,8129,0,168,1,35186,11135
tuned_STREAM_Triad,4,3462495,8103,0,165,0,35439,12458
tuned_STREAM_Copy,2,41321369,44839,0,998,8,199595,83339
tuned_STREAM_Scale,3,15875535,19267,0,409,3,84212,35687
tuned_STREAM_Triad,4,3414212,8043,0,144,1,33633,14312
tuned_STREAM_Triad,4,3430701,8123,0,163,0,34745,12975
tuned_STREAM_Add,3,16772737,25288,0,501,4,105590,35856
tuned_STREAM_Triad,4,3457047,8193,0,169,3,35331,11093
tuned_STREAM_Triad,4,3460209,8123,0,178,0,35483,12454
tuned_STREAM_Copy,2,41205621,42804,2,1015,7,195217,83136
tuned_STREAM_Scale,3,15789598,17833,2,419,4,81512,35980
tuned_STREAM_Triad,4,3395991,7934,0,146,3,33280,13338
tuned_STREAM_Triad,4,3407212,7682,2,175,0,33927,13261
tuned_STREAM_Add,3,16721696,24620,0,509,3,103891,35268
tuned_STREAM_Triad,4,3453565,8245,0,183,0,35076,10646
tuned_STREAM_Triad,4,3457232,8093,0,161,2,35419,12480
tuned_STREAM_Copy,2,41257739,43757,0,1009,3,198218,83561
tuned_STREAM_Scale,3,15845187,18173,0,403,3,82269,35700
tuned_STREAM_Triad,4,3394559,7920,0,134,0,33297,13207
tuned_STREAM_Triad,4,3436117,8013,0,159,3,34740,12969
tuned_STREAM_Add,3,16766937,25308,0,502,0,106215,35971
tuned_STREAM_Triad,4,3454699,8014,0,165,0,35444,11229
tuned_STREAM_Triad,4,3452800,8072,0,172,0,35645,12464
tuned_STREAM_Copy,2,41286435,43421,0,1023,9,196591,83633
tuned_STREAM_Scale,3,15879617,18568,0,408,2,82836,35626
tuned_STREAM_Triad,4,3400877,8110,0,156,1,33470,13426
tuned_STREAM_Triad,4,3444385,8175,0,165,0,34777,12923
tuned_STREAM_Add,3,16712870,24538,0,507,5,103985,36032
tuned_STREAM_Triad,4,3453803,8221,0,165,2,35214,11280
tuned_STREAM_Triad,4,3442961,7885,0,178,0,34732,12571
tuned_STREAM_Copy,2,41304005,43347,0,1012,10,197230,83127
tuned_STREAM_Scale,3,15873780,18881,0,420,6,84035,35662
tuned_STREAM_Triad,4,3396618,7940,0,140,4,33621,13815
tuned_STREAM_Triad,4,3436909,8116,0,173,1,34748,12991
tuned_STREAM_Add,3,16700011,24213,0,496,4,103509,35697
